Taxa,Year,Location,Plant_height,Plant height collected in 2015 was new data in present study
PR1314_2411,2014,Manhattan,172.6666667,
PR1314_2412,2014,Manhattan,209.3333333,
PR1314_2413,2014,Manhattan,218,
PR1314_2414,2014,Manhattan,190,
PR1314_2415,2014,Manhattan,164,
PR1314_2416,2014,Manhattan,116,
PR1314_2417,2014,Manhattan,126.6666667,
PR1314_2418,2014,Manhattan,163.3333333,
PR1314_2419,2014,Manhattan,192,
PR1314_2420,2014,Manhattan,148,
PR1314_2421,2014,Manhattan,200.6666667,
PR1314_2422,2014,Manhattan,232.6666667,
PR1314_2423,2014,Manhattan,220,
PR1314_2424,2014,Manhattan,180,
PR1314_2425,2014,Manhattan,194,
PR1314_2426,2014,Manhattan,139.3333333,
PR1314_2427,2014,Manhattan,196,
PR1314_2428,2014,Manhattan,101.3333333,
PR1314_2429,2014,Manhattan,179.3333333,
PR1314_2430,2014,Manhattan,142,
PR1314_2431,2014,Manhattan,138,
PR1314_2432,2014,Manhattan,129.3333333,
PR1314_2433,2014,Manhattan,140.6666667,
PR1314_2434,2014,Manhattan,139.3333333,
PR1314_2435,2014,Manhattan,126.6666667,
PR1314_2436,2014,Manhattan,222.6666667,
PR1314_2437,2014,Manhattan,99.33333333,
PR1314_2438,2014,Manhattan,124,
PR1314_2439,2014,Manhattan,180.6666667,
PR1314_2440,2014,Manhattan,155.3333333,
PR1314_2441,2014,Manhattan,221.3333333,
PR1314_2442,2014,Manhattan,176,
PR1314_2443,2014,Manhattan,196,
PR1314_2445,2014,Manhattan,220,
PR1314_2446,2014,Manhattan,128.6666667,
PR1314_2447,2014,Manhattan,151.3333333,
PR1314_2448,2014,Manhattan,100.6666667,
PR1314_2449,2014,Manhattan,201.3333333,
PR1314_2450,2014,Manhattan,101.3333333,
PR1314_2451,2014,Manhattan,155.3333333,
PR1314_2452,2014,Manhattan,121.3333333,
PR1314_2453,2014,Manhattan,168,
PR1314_2454,2014,Manhattan,155.3333333,
PR1314_2455,2014,Manhattan,205.3333333,
PR1314_2456,2014,Manhattan,178,
PR1314_2457,2014,Manhattan,181.3333333,
PR1314_2458,2014,Manhattan,134.6666667,
PR1314_2459,2014,Manhattan,152.6666667,
PR1314_2460,2014,Manhattan,200,
PR1314_2461,2014,Manhattan,145.3333333,
PR1314_2462,2014,Manhattan,126,
PR1314_2463,2014,Manhattan,199.3333333,
PR1314_2464,2014,Manhattan,196,
PR1314_2465,2014,Manhattan,147,
PR1314_2466,2014,Manhattan,182,
PR1314_2467,2014,Manhattan,232,
PR1314_2468,2014,Manhattan,210,
PR1314_2469,2014,Manhattan,172,
PR1314_2470,2014,Manhattan,128,
PR1314_2471,2014,Manhattan,222,
PR1314_2472,2014,Manhattan,133.3333333,
PR1314_2473,2014,Manhattan,212.6666667,
PR1314_2475,2014,Manhattan,166.6666667,
PR1314_2476,2014,Manhattan,136,
PR1314_2477,2014,Manhattan,219.3333333,
PR1314_2478,2014,Manhattan,138.6666667,
PR1314_2479,2014,Manhattan,216,
PR1314_2480,2014,Manhattan,184,
PR1314_2481,2014,Manhattan,193.3333333,
PR1314_2482,2014,Manhattan,180,
PR1314_2483,2014,Manhattan,80,
PR1314_2484,2014,Manhattan,166,
PR1314_2485,2014,Manhattan,204,
PR1314_2486,2014,Manhattan,104,
PR1314_2487,2014,Manhattan,218,
PR1314_2488,2014,Manhattan,143.3333333,
PR1314_2490,2014,Manhattan,240,
PR1314_2491,2014,Manhattan,189,
PR1314_2492,2014,Manhattan,170,
PR1314_2493,2014,Manhattan,140.6666667,
PR1314_2494,2014,Manhattan,139.3333333,
PR1314_2495,2014,Manhattan,88,
PR1314_2496,2014,Manhattan,142.6666667,
PR1314_2497,2014,Manhattan,144.6666667,
PR1314_2498,2014,Manhattan,137,
PR1314_2499,2014,Manhattan,109.3333333,
PR1314_2500,2014,Manhattan,119.3333333,
PR1314_2001,2014,Manhattan,180,
PR1314_2002,2014,Manhattan,168.6666667,
PR1314_2003,2014,Manhattan,167.3333333,
PR1314_2004,2014,Manhattan,138.6666667,
PR1314_2005,2014,Manhattan,178,
PR1314_2006,2014,Manhattan,187.3333333,
PR1314_2007,2014,Manhattan,118,
PR1314_2008,2014,Manhattan,189.3333333,
PR1314_2009,2014,Manhattan,119.3333333,
PR1314_2010,2014,Manhattan,210,
PR1314_2011,2014,Manhattan,196.6666667,
PR1314_2012,2014,Manhattan,158,
PR1314_2013,2014,Manhattan,170,
PR1314_2014,2014,Manhattan,144.6666667,
PR1314_2015,2014,Manhattan,204.6666667,
PR1314_2016,2014,Manhattan,128.6666667,
PR1314_2017,2014,Manhattan,180,
PR1314_2018,2014,Manhattan,172.6666667,
PR1314_2019,2014,Manhattan,149.3333333,
PR1314_2020,2014,Manhattan,196.6666667,
PR1314_2021,2014,Manhattan,118,
PR1314_2022,2014,Manhattan,190.6666667,
PR1314_2023,2014,Manhattan,160.6666667,
PR1314_2024,2014,Manhattan,106.6666667,
PR1314_2025,2014,Manhattan,172,
PR1314_2026,2014,Manhattan,129.3333333,
PR1314_2027,2014,Manhattan,132,
PR1314_2028,2014,Manhattan,108.6666667,
PR1314_2029,2014,Manhattan,75.33333333,
PR1314_2030,2014,Manhattan,175,
PR1314_2031,2014,Manhattan,140,
PR1314_2032,2014,Manhattan,151.3333333,
PR1314_2033,2014,Manhattan,179.3333333,
PR1314_2034,2014,Manhattan,176.6666667,
PR1314_2035,2014,Manhattan,194.6666667,
PR1314_2036,2014,Manhattan,144,
PR1314_2037,2014,Manhattan,208.6666667,
PR1314_2038,2014,Manhattan,164,
PR1314_2039,2014,Manhattan,176,
PR1314_2040,2014,Manhattan,187.3333333,
PR1314_2041,2014,Manhattan,220,
PR1314_2042,2014,Manhattan,198,
PR1314_2043,2014,Manhattan,127.3333333,
PR1314_2044,2014,Manhattan,212,
PR1314_2045,2014,Manhattan,195.3333333,
PR1314_2046,2014,Manhattan,194,
PR1314_2047,2014,Manhattan,207.3333333,
PR1314_2048,2014,Manhattan,135.3333333,
PR1314_2049,2014,Manhattan,127.3333333,
PR1314_2050,2014,Manhattan,170,
PR1314_2051,2014,Manhattan,118.6666667,
PR1314_2052,2014,Manhattan,186.6666667,
PR1314_2053,2014,Manhattan,130,
PR1314_2054,2014,Manhattan,116,
PR1314_2055,2014,Manhattan,132,
PR1314_2056,2014,Manhattan,160,
PR1314_2057,2014,Manhattan,183.3333333,
PR1314_2058,2014,Manhattan,137.3333333,
PR1314_2059,2014,Manhattan,126,
PR1314_2060,2014,Manhattan,96.66666667,
PR1314_2061,2014,Manhattan,114,
PR1314_2062,2014,Manhattan,203.3333333,
PR1314_2063,2014,Manhattan,166,
PR1314_2064,2014,Manhattan,145.3333333,
PR1314_2065,2014,Manhattan,202,
PR1314_2066,2014,Manhattan,180.6666667,
PR1314_2068,2014,Manhattan,150,
PR1314_2069,2014,Manhattan,207.3333333,
PR1314_2070,2014,Manhattan,101.3333333,
PR1314_2071,2014,Manhattan,148.6666667,
PR1314_2072,2014,Manhattan,135.3333333,
PR1314_2073,2014,Manhattan,128.6666667,
PR1314_2074,2014,Manhattan,148,
PR1314_2075,2014,Manhattan,141.3333333,
PR1314_2076,2014,Manhattan,147.3333333,
PR1314_2077,2014,Manhattan,107.3333333,
PR1314_2078,2014,Manhattan,138.6666667,
PR1314_2079,2014,Manhattan,160.6666667,
PR1314_2080,2014,Manhattan,152.6666667,
PR1314_2081,2014,Manhattan,146.6666667,
PR1314_2082,2014,Manhattan,144.6666667,
PR1314_2083,2014,Manhattan,212.6666667,
PR1314_2084,2014,Manhattan,139.3333333,
PR1314_2085,2014,Manhattan,202,
PR1314_2086,2014,Manhattan,178,
PR1314_2087,2014,Manhattan,150.6666667,
PR1314_2088,2014,Manhattan,102,
PR1314_2089,2014,Manhattan,201.3333333,
PR1314_2090,2014,Manhattan,103.3333333,
PR1314_2091,2014,Manhattan,149.3333333,
PR1314_2092,2014,Manhattan,166.6666667,
PR1314_2093,2014,Manhattan,154.6666667,
PR1314_2094,2014,Manhattan,111.3333333,
PR1314_2095,2014,Manhattan,222,
PR1314_2096,2014,Manhattan,130,
PR1314_2097,2014,Manhattan,132.6666667,
PR1314_2098,2014,Manhattan,152.6666667,
PR1314_2099,2014,Manhattan,184.6666667,
PR1314_2100,2014,Manhattan,156,
PR1314_2101,2014,Manhattan,185.3333333,
PR1314_2102,2014,Manhattan,168,
PR1314_2103,2014,Manhattan,185.3333333,
PR1314_2104,2014,Manhattan,140,
PR1314_2105,2014,Manhattan,155.3333333,
PR1314_2106,2014,Manhattan,236,
PR1314_2107,2014,Manhattan,162,
PR1314_2108,2014,Manhattan,221.3333333,
PR1314_2109,2014,Manhattan,227.3333333,
PR1314_2110,2014,Manhattan,118,
PR1314_2111,2014,Manhattan,163.3333333,
PR1314_2112,2014,Manhattan,229.3333333,
PR1314_2113,2014,Manhattan,210,
PR1314_2114,2014,Manhattan,148,
PR1314_2115,2014,Manhattan,154,
PR1314_2116,2014,Manhattan,136.6666667,
PR1314_2117,2014,Manhattan,156,
PR1314_2118,2014,Manhattan,209.3333333,
PR1314_2119,2014,Manhattan,160.6666667,
PR1314_2120,2014,Manhattan,171.3333333,
PR1314_2121,2014,Manhattan,136,
PR1314_2122,2014,Manhattan,144.6666667,
PR1314_2123,2014,Manhattan,98.66666667,
PR1314_2124,2014,Manhattan,136.6666667,
PR1314_2127,2014,Manhattan,120.6666667,
PR1314_2128,2014,Manhattan,148,
PR1314_2129,2014,Manhattan,197.3333333,
PR1314_2130,2014,Manhattan,202,
PR1314_2131,2014,Manhattan,140.6666667,
PR1314_2132,2014,Manhattan,202.6666667,
PR1314_2133,2014,Manhattan,202,
PR1314_2134,2014,Manhattan,94.66666667,
PR1314_2135,2014,Manhattan,138.6666667,
PR1314_2136,2014,Manhattan,190.6666667,
PR1314_2137,2014,Manhattan,174.6666667,
PR1314_2138,2014,Manhattan,171.3333333,
PR1314_2139,2014,Manhattan,90.66666667,
PR1314_2140,2014,Manhattan,188,
PR1314_2141,2014,Manhattan,144.6666667,
PR1314_2142,2014,Manhattan,143.3333333,
PR1314_2143,2014,Manhattan,128.6666667,
PR1314_2144,2014,Manhattan,159.3333333,
PR1314_2145,2014,Manhattan,125.3333333,
PR1314_2146,2014,Manhattan,216.6666667,
PR1314_2147,2014,Manhattan,163.3333333,
PR1314_2148,2014,Manhattan,133.3333333,
PR1314_2149,2014,Manhattan,172.6666667,
PR1314_2150,2014,Manhattan,153.3333333,
PR1314_2151,2014,Manhattan,190.6666667,
PR1314_2152,2014,Manhattan,116.6666667,
PR1314_2153,2014,Manhattan,100.6666667,
PR1314_2155,2014,Manhattan,134,
PR1314_2156,2014,Manhattan,204,
PR1314_2157,2014,Manhattan,208,
PR1314_2158,2014,Manhattan,141.3333333,
PR1314_2159,2014,Manhattan,180,
PR1314_2162,2014,Manhattan,142.6666667,
PR1314_2163,2014,Manhattan,130.6666667,
PR1314_2164,2014,Manhattan,164.6666667,
PR1314_2165,2014,Manhattan,206.6666667,
PR1314_2166,2014,Manhattan,196,
PR1314_2167,2014,Manhattan,138,
PR1314_2168,2014,Manhattan,163.3333333,
PR1314_2169,2014,Manhattan,213.3333333,
PR1314_2170,2014,Manhattan,194.6666667,
PR1314_2171,2014,Manhattan,183.3333333,
PR1314_2172,2014,Manhattan,146.6666667,
PR1314_2173,2014,Manhattan,132.6666667,
PR1314_2174,2014,Manhattan,112,
PR1314_2175,2014,Manhattan,186.6666667,
PR1314_2176,2014,Manhattan,195.3333333,
PR1314_2177,2014,Manhattan,133.3333333,
PR1314_2178,2014,Manhattan,142.6666667,
PR1314_2179,2014,Manhattan,182.6666667,
PR1314_2180,2014,Manhattan,106,
PR1314_2181,2014,Manhattan,163.3333333,
PR1314_2182,2014,Manhattan,174,
PR1314_2183,2014,Manhattan,120,
PR1314_2184,2014,Manhattan,134.6666667,
PR1314_2185,2014,Manhattan,206.6666667,
PR1314_2186,2014,Manhattan,194.6666667,
PR1314_2187,2014,Manhattan,102,
PR1314_2188,2014,Manhattan,112,
PR1314_2189,2014,Manhattan,181.3333333,
PR1314_2190,2014,Manhattan,126,
PR1314_2191,2014,Manhattan,148,
PR1314_2192,2014,Manhattan,150.6666667,
PR1314_2193,2014,Manhattan,200,
PR1314_2194,2014,Manhattan,138.6666667,
PR1314_2195,2014,Manhattan,220.6666667,
PR1314_2196,2014,Manhattan,152,
PR1314_2197,2014,Manhattan,163.3333333,
PR1314_2198,2014,Manhattan,147.3333333,
PR1314_2199,2014,Manhattan,115.3333333,
PR1314_2200,2014,Manhattan,118.6666667,
PR1314_2201,2014,Manhattan,144.6666667,
PR1314_2202,2014,Manhattan,170.6666667,
PR1314_2203,2014,Manhattan,173.3333333,
PR1314_2204,2014,Manhattan,152.6666667,
PR1314_2205,2014,Manhattan,164,
PR1314_2206,2014,Manhattan,166.6666667,
PR1314_2207,2014,Manhattan,185.3333333,
PR1314_2208,2014,Manhattan,137.3333333,
PR1314_2209,2014,Manhattan,205.3333333,
PR1314_2210,2014,Manhattan,104.6666667,
PR1314_2211,2014,Manhattan,138,
PR1314_2212,2014,Manhattan,130.6666667,
PR1314_2213,2014,Manhattan,137.3333333,
PR1314_2214,2014,Manhattan,155.3333333,
PR1314_2215,2014,Manhattan,98.66666667,
PR1314_2216,2014,Manhattan,165.3333333,
PR1314_2217,2014,Manhattan,133.3333333,
PR1314_2218,2014,Manhattan,196.6666667,
PR1314_2219,2014,Manhattan,126.6666667,
PR1314_2220,2014,Manhattan,142.6666667,
PR1314_2221,2014,Manhattan,150,
PR1314_2222,2014,Manhattan,168,
PR1314_2223,2014,Manhattan,173.3333333,
PR1314_2224,2014,Manhattan,170,
PR1314_2226,2014,Manhattan,168,
PR1314_2227,2014,Manhattan,189.3333333,
PR1314_2228,2014,Manhattan,197.3333333,
PR1314_2229,2014,Manhattan,200.6666667,
PR1314_2230,2014,Manhattan,122.6666667,
PR1314_2231,2014,Manhattan,168,
PR1314_2232,2014,Manhattan,133.3333333,
PR1314_2233,2014,Manhattan,157.3333333,
PR1314_2234,2014,Manhattan,159.3333333,
PR1314_2235,2014,Manhattan,123.3333333,
PR1314_2236,2014,Manhattan,202.6666667,
PR1314_2237,2014,Manhattan,205.3333333,
PR1314_2238,2014,Manhattan,108,
PR1314_2239,2014,Manhattan,216,
PR1314_2240,2014,Manhattan,194,
PR1314_2241,2014,Manhattan,108.6666667,
PR1314_2242,2014,Manhattan,206.6666667,
PR1314_2243,2014,Manhattan,92.66666667,
PR1314_2244,2014,Manhattan,113.3333333,
PR1314_2245,2014,Manhattan,160.6666667,
PR1314_2246,2014,Manhattan,144.6666667,
PR1314_2247,2014,Manhattan,168.6666667,
PR1314_2248,2014,Manhattan,190,
PR1314_2249,2014,Manhattan,225.3333333,
PR1314_2250,2014,Manhattan,169.3333333,
PR1314_1003,2014,Manhattan,222.6666667,
PR1314_1004,2014,Manhattan,185.3333333,
PR1314_1005,2014,Manhattan,95.33333333,
PR1314_1006,2014,Manhattan,204,
PR1314_1007,2014,Manhattan,97.33333333,
PR1314_1008,2014,Manhattan,204,
PR1314_1009,2014,Manhattan,147.3333333,
PR1314_1010,2014,Manhattan,171.3333333,
PR1314_1011,2014,Manhattan,145.3333333,
PR1314_1012,2014,Manhattan,137,
PR1314_1013,2014,Manhattan,205.3333333,
PR1314_1014,2014,Manhattan,283.3333333,
PR1314_1015,2014,Manhattan,125.3333333,
PR1314_1016,2014,Manhattan,164.6666667,
PR1314_1017,2014,Manhattan,129.3333333,
PR1314_1018,2014,Manhattan,276,
PR1314_1019,2014,Manhattan,206,
PR1314_1020,2014,Manhattan,223.3333333,
PR1314_1021,2014,Manhattan,222.6666667,
PR1314_1022,2014,Manhattan,100,
PR1314_1023,2014,Manhattan,115.3333333,
PR1314_1024,2014,Manhattan,181.3333333,
PR1314_1025,2014,Manhattan,185.3333333,
PR1314_1026,2014,Manhattan,205.3333333,
PR1314_1027,2014,Manhattan,103.3333333,
PR1314_1028,2014,Manhattan,234,
PR1314_1029,2014,Manhattan,186.6666667,
PR1314_1030,2014,Manhattan,140,
PR1314_1031,2014,Manhattan,121.3333333,
PR1314_1032,2014,Manhattan,220,
PR1314_1033,2014,Manhattan,238.6666667,
PR1314_1034,2014,Manhattan,76.66666667,
PR1314_1035,2014,Manhattan,131.3333333,
PR1314_1038,2014,Manhattan,113.3333333,
PR1314_1039,2014,Manhattan,184.6666667,
PR1314_1040,2014,Manhattan,162.6666667,
PR1314_1041,2014,Manhattan,154,
PR1314_1042,2014,Manhattan,123.3333333,
PR1314_1043,2014,Manhattan,106,
PR1314_1044,2014,Manhattan,236.6666667,
PR1314_1045,2014,Manhattan,185.3333333,
PR1314_1046,2014,Manhattan,222,
PR1314_1047,2014,Manhattan,164,
PR1314_1048,2014,Manhattan,180,
PR1314_1049,2014,Manhattan,154.6666667,
PR1314_1050,2014,Manhattan,163.3333333,
PR1314_1051,2014,Manhattan,135,
PR1314_1052,2014,Manhattan,187.3333333,
PR1314_1053,2014,Manhattan,206,
PR1314_1054,2014,Manhattan,120,
PR1314_1055,2014,Manhattan,92.66666667,
PR1314_1056,2014,Manhattan,106.6666667,
PR1314_1057,2014,Manhattan,137.3333333,
PR1314_1058,2014,Manhattan,200,
PR1314_1059,2014,Manhattan,224.6666667,
PR1314_1060,2014,Manhattan,196,
PR1314_1061,2014,Manhattan,115.3333333,
PR1314_1062,2014,Manhattan,130,
PR1314_1063,2014,Manhattan,162.6666667,
PR1314_1064,2014,Manhattan,213.3333333,
PR1314_1065,2014,Manhattan,148.6666667,
PR1314_1066,2014,Manhattan,161.3333333,
PR1314_1067,2014,Manhattan,181.3333333,
PR1314_1068,2014,Manhattan,172,
PR1314_1069,2014,Manhattan,146.6666667,
PR1314_1070,2014,Manhattan,99.33333333,
PR1314_1073,2014,Manhattan,246,
PR1314_1074,2014,Manhattan,207.3333333,
PR1314_1075,2014,Manhattan,165.3333333,
PR1314_1076,2014,Manhattan,232.6666667,
PR1314_1077,2014,Manhattan,83.33333333,
PR1314_1078,2014,Manhattan,214.6666667,
PR1314_1079,2014,Manhattan,242,
PR1314_1080,2014,Manhattan,237.3333333,
PR1314_1081,2014,Manhattan,112.6666667,
PR1314_1082,2014,Manhattan,157.3333333,
PR1314_1083,2014,Manhattan,189.3333333,
PR1314_1084,2014,Manhattan,91.33333333,
PR1314_1085,2014,Manhattan,91.33333333,
PR1314_1086,2014,Manhattan,142,
PR1314_1087,2014,Manhattan,146,
PR1314_1088,2014,Manhattan,206.6666667,
PR1314_1089,2014,Manhattan,158.6666667,
PR1314_1090,2014,Manhattan,152.6666667,
PR1314_1091,2014,Manhattan,177.3333333,
PR1314_1092,2014,Manhattan,218,
PR1314_1093,2014,Manhattan,262,
PR1314_1094,2014,Manhattan,257.3333333,
PR1314_1095,2014,Manhattan,178.6666667,
PR1314_1096,2014,Manhattan,220.6666667,
PR1314_1097,2014,Manhattan,122,
PR1314_1098,2014,Manhattan,114,
PR1314_1099,2014,Manhattan,227.3333333,
PR1314_1100,2014,Manhattan,236.6666667,
PR1314_1101,2014,Manhattan,304,
PR1314_1102,2014,Manhattan,278,
PR1314_1103,2014,Manhattan,131.3333333,
PR1314_1104,2014,Manhattan,226.6666667,
PR1314_1105,2014,Manhattan,197.3333333,
PR1314_1106,2014,Manhattan,209.3333333,
PR1314_1107,2014,Manhattan,220.6666667,
PR1314_1108,2014,Manhattan,198,
PR1314_1109,2014,Manhattan,198,
PR1314_1110,2014,Manhattan,127.3333333,
PR1314_1111,2014,Manhattan,147.3333333,
PR1314_1112,2014,Manhattan,135.3333333,
PR1314_1113,2014,Manhattan,182,
PR1314_1114,2014,Manhattan,188,
PR1314_1115,2014,Manhattan,188.6666667,
PR1314_1116,2014,Manhattan,184.6666667,
PR1314_1117,2014,Manhattan,147.3333333,
PR1314_1118,2014,Manhattan,280.6666667,
PR1314_1119,2014,Manhattan,207.3333333,
PR1314_1120,2014,Manhattan,118,
PR1314_1121,2014,Manhattan,142,
PR1314_1122,2014,Manhattan,127.3333333,
PR1314_1123,2014,Manhattan,146.6666667,
PR1314_1124,2014,Manhattan,200,
PR1314_1125,2014,Manhattan,250,
PR1314_1126,2014,Manhattan,165.3333333,
PR1314_1127,2014,Manhattan,114.6666667,
PR1314_1128,2014,Manhattan,191.3333333,
PR1314_1129,2014,Manhattan,278,
PR1314_1130,2014,Manhattan,130.6666667,
PR1314_1131,2014,Manhattan,155.3333333,
PR1314_1132,2014,Manhattan,159.3333333,
PR1314_1133,2014,Manhattan,146,
PR1314_1134,2014,Manhattan,172,
PR1314_1135,2014,Manhattan,179.3333333,
PR1314_1136,2014,Manhattan,189.3333333,
PR1314_1137,2014,Manhattan,128,
PR1314_1138,2014,Manhattan,112,
PR1314_1139,2014,Manhattan,113.3333333,
PR1314_1140,2014,Manhattan,141.3333333,
PR1314_1141,2014,Manhattan,199.3333333,
PR1314_1142,2014,Manhattan,188,
PR1314_1143,2014,Manhattan,221.3333333,
PR1314_1144,2014,Manhattan,130.6666667,
PR1314_1145,2014,Manhattan,138,
PR1314_1146,2014,Manhattan,134,
PR1314_1147,2014,Manhattan,119.3333333,
PR1314_1148,2014,Manhattan,176.6666667,
PR1314_1149,2014,Manhattan,111.3333333,
PR1314_1150,2014,Manhattan,176.6666667,
PR1314_1151,2014,Manhattan,224.6666667,
PR1314_1152,2014,Manhattan,107.3333333,
PR1314_1153,2014,Manhattan,106.6666667,
PR1314_1154,2014,Manhattan,184,
PR1314_1155,2014,Manhattan,178.6666667,
PR1314_1156,2014,Manhattan,174.6666667,
PR1314_1157,2014,Manhattan,157.3333333,
PR1314_1158,2014,Manhattan,186.6666667,
PR1314_1159,2014,Manhattan,156,
PR1314_1160,2014,Manhattan,157.3333333,
PR1314_1161,2014,Manhattan,271.3333333,
PR1314_1162,2014,Manhattan,143.3333333,
PR1314_1163,2014,Manhattan,180,
PR1314_1164,2014,Manhattan,174,
PR1314_1165,2014,Manhattan,180.6666667,
PR1314_1166,2014,Manhattan,200,
PR1314_1167,2014,Manhattan,236,
PR1314_1168,2014,Manhattan,230,
PR1314_1169,2014,Manhattan,142.6666667,
PR1314_1170,2014,Manhattan,230,
PR1314_1171,2014,Manhattan,259.3333333,
PR1314_1172,2014,Manhattan,167.3333333,
PR1314_1173,2014,Manhattan,228,
PR1314_1174,2014,Manhattan,257.3333333,
PR1314_1175,2014,Manhattan,190.6666667,
PR1314_1176,2014,Manhattan,159.3333333,
PR1314_1177,2014,Manhattan,292.6666667,
PR1314_1178,2014,Manhattan,140.6666667,
PR1314_1179,2014,Manhattan,198,
PR1314_1180,2014,Manhattan,220.6666667,
PR1314_1181,2014,Manhattan,243.3333333,
PR1314_1182,2014,Manhattan,185.3333333,
PR1314_1183,2014,Manhattan,188.6666667,
PR1314_1184,2014,Manhattan,170,
PR1314_1185,2014,Manhattan,105.3333333,
PR1314_1186,2014,Manhattan,128,
PR1314_1187,2014,Manhattan,92.66666667,
PR1314_1188,2014,Manhattan,165.3333333,
PR1314_1189,2014,Manhattan,162,
PR1314_1190,2014,Manhattan,202,
PR1314_1191,2014,Manhattan,168.6666667,
PR1314_1192,2014,Manhattan,174.6666667,
PR1314_1193,2014,Manhattan,197.3333333,
PR1314_1194,2014,Manhattan,177.3333333,
PR1314_1195,2014,Manhattan,128.6666667,
PR1314_1196,2014,Manhattan,303.3333333,
PR1314_1197,2014,Manhattan,250.6666667,
PR1314_1198,2014,Manhattan,149.3333333,
PR1314_1199,2014,Manhattan,238,
PR1314_1200,2014,Manhattan,156.6666667,
PR1314_1201,2014,Manhattan,218,
PR1314_1202,2014,Manhattan,112,
PR1314_1203,2014,Manhattan,226,
PR1314_1204,2014,Manhattan,110.6666667,
PR1314_1205,2014,Manhattan,160.6666667,
PR1314_1206,2014,Manhattan,182.6666667,
PR1314_1207,2014,Manhattan,162.6666667,
PR1314_1208,2014,Manhattan,89.33333333,
PR1314_1209,2014,Manhattan,98,
PR1314_1210,2014,Manhattan,194,
PR1314_1211,2014,Manhattan,96.66666667,
PR1314_1213,2014,Manhattan,125.3333333,
PR1314_1214,2014,Manhattan,105.3333333,
PR1314_1215,2014,Manhattan,145.3333333,
PR1314_1216,2014,Manhattan,198,
PR1314_1217,2014,Manhattan,200,
PR1314_1218,2014,Manhattan,216.6666667,
PR1314_1219,2014,Manhattan,208,
PR1314_1220,2014,Manhattan,233.3333333,
PR1314_1221,2014,Manhattan,88,
PR1314_1222,2014,Manhattan,152.6666667,
PR1314_1223,2014,Manhattan,136.6666667,
PR1314_1224,2014,Manhattan,139.3333333,
PR1314_1225,2014,Manhattan,172,
PR1314_1226,2014,Manhattan,184.6666667,
PR1314_1227,2014,Manhattan,169.3333333,
PR1314_1228,2014,Manhattan,253.3333333,
PR1314_1229,2014,Manhattan,199.3333333,
PR1314_1230,2014,Manhattan,168.6666667,
PR1314_1231,2014,Manhattan,122.6666667,
PR1314_1232,2014,Manhattan,219.3333333,
PR1314_1233,2014,Manhattan,138,
PR1314_1234,2014,Manhattan,117.3333333,
PR1314_1235,2014,Manhattan,131.3333333,
PR1314_1236,2014,Manhattan,183.3333333,
PR1314_1237,2014,Manhattan,258,
PR1314_1238,2014,Manhattan,248.6666667,
PR1314_1239,2014,Manhattan,286.6666667,
PR1314_1240,2014,Manhattan,102,
PR1314_1241,2014,Manhattan,180,
PR1314_1242,2014,Manhattan,267.3333333,
PR1314_1243,2014,Manhattan,182,
PR1314_1244,2014,Manhattan,186.6666667,
PR1314_1245,2014,Manhattan,198,
PR1314_1246,2014,Manhattan,293.3333333,
PR1314_1247,2014,Manhattan,220,
PR1314_1248,2014,Manhattan,109.3333333,
PR1314_1249,2014,Manhattan,91.33333333,
PR1314_1250,2014,Manhattan,114,
PR1314_1501,2014,Manhattan,171.3333333,
PR1314_1502,2014,Manhattan,177.3333333,
PR1314_1503,2014,Manhattan,98,
PR1314_1504,2014,Manhattan,140.6666667,
PR1314_1505,2014,Manhattan,162,
PR1314_1506,2014,Manhattan,136,
PR1314_1507,2014,Manhattan,143.3333333,
PR1314_1508,2014,Manhattan,139.3333333,
PR1314_1509,2014,Manhattan,128.6666667,
PR1314_1510,2014,Manhattan,186.6666667,
PR1314_1511,2014,Manhattan,132,
PR1314_1512,2014,Manhattan,182,
PR1314_1513,2014,Manhattan,179.3333333,
PR1314_1514,2014,Manhattan,184.6666667,
PR1314_1515,2014,Manhattan,134.6666667,
PR1314_1516,2014,Manhattan,152,
PR1314_1517,2014,Manhattan,130,
PR1314_1518,2014,Manhattan,135.3333333,
PR1314_1519,2014,Manhattan,170.6666667,
PR1314_1520,2014,Manhattan,172.6666667,
PR1314_1521,2014,Manhattan,105.3333333,
PR1314_1522,2014,Manhattan,144,
PR1314_1523,2014,Manhattan,152,
PR1314_1524,2014,Manhattan,175.3333333,
PR1314_1525,2014,Manhattan,165.3333333,
PR1314_1526,2014,Manhattan,152,
PR1314_1527,2014,Manhattan,184.6666667,
PR1314_1528,2014,Manhattan,121.3333333,
PR1314_1529,2014,Manhattan,125.3333333,
PR1314_1530,2014,Manhattan,135.3333333,
PR1314_1531,2014,Manhattan,156.6666667,
PR1314_1532,2014,Manhattan,121.3333333,
PR1314_1533,2014,Manhattan,152,
PR1314_1534,2014,Manhattan,160,
PR1314_1535,2014,Manhattan,116.6666667,
PR1314_1536,2014,Manhattan,115.3333333,
PR1314_1537,2014,Manhattan,174,
PR1314_1538,2014,Manhattan,146.6666667,
PR1314_1539,2014,Manhattan,166,
PR1314_1540,2014,Manhattan,181.3333333,
PR1314_1541,2014,Manhattan,123.3333333,
PR1314_1542,2014,Manhattan,180,
PR1314_1543,2014,Manhattan,170.6666667,
PR1314_1544,2014,Manhattan,172.6666667,
