Plot_ID	Pedigree	LIB	Family
PR1314_1788	Tx430/SC1345	PR1314_1788:1158	SC1345_RIL
PR1314_1789	Tx430/SC1345	PR1314_1789:1159	SC1345_RIL
PR1314_1790	Tx430/SC1345	PR1314_1790:1160	SC1345_RIL
PR1314_1791	Tx430/SC1345	PR1314_1791:1161	SC1345_RIL
PR1314_1792	Tx430/SC1345	PR1314_1792:1162	SC1345_RIL
PR1314_1793	Tx430/SC1345	PR1314_1793:1163	SC1345_RIL
PR1314_1794	Tx430/SC1345	PR1314_1794:1164	SC1345_RIL
PR1314_1795	Tx430/SC1345	PR1314_1795:1165	SC1345_RIL
PR1314_1796	Tx430/SC1345	PR1314_1796:MERGE	SC1345_RIL
PR1314_1797	Tx430/SC1345	PR1314_1797:1167	SC1345_RIL
PR1314_1798	Tx430/SC1345	PR1314_1798:1168	SC1345_RIL
PR1314_1799	Tx430/SC1345	PR1314_1799:MERGE	SC1345_RIL
PR1314_1800	Tx430/SC1345	PR1314_1800:1170	SC1345_RIL
PR1314_1801	Tx430/SC1345	PR1314_1801:1171	SC1345_RIL
PR1314_1802	Tx430/SC1345	PR1314_1802:1172	SC1345_RIL
PR1314_1803	Tx430/SC1345	PR1314_1803:1173	SC1345_RIL
PR1314_1804	Tx430/SC1345	PR1314_1804:1174	SC1345_RIL
PR1314_1805	Tx430/SC1345	PR1314_1805:1175	SC1345_RIL
PR1314_1806	Tx430/SC1345	PR1314_1806:1176	SC1345_RIL
PR1314_1807	Tx430/SC1345	PR1314_1807:1177	SC1345_RIL
PR1314_1808	Tx430/SC1345	PR1314_1808:1178	SC1345_RIL
PR1314_1809	Tx430/SC1345	PR1314_1809:1179	SC1345_RIL
PR1314_1810	Tx430/SC1345	PR1314_1810:1180	SC1345_RIL
PR1314_1811	Tx430/SC1345	PR1314_1811:MERGE	SC1345_RIL
PR1314_1812	Tx430/SC1345	PR1314_1812:1182	SC1345_RIL
PR1314_1813	Tx430/SC1345	PR1314_1813:1183	SC1345_RIL
PR1314_1814	Tx430/SC1345	PR1314_1814:1184	SC1345_RIL
PR1314_1815	Tx430/SC1345	PR1314_1815:MERGE	SC1345_RIL
PR1314_1816	Tx430/SC1345	PR1314_1816:1186	SC1345_RIL
PR1314_1817	Tx430/SC1345	PR1314_1817:1187	SC1345_RIL
PR1314_1818	Tx430/SC1345	PR1314_1818:1188	SC1345_RIL
PR1314_1819	Tx430/SC1345	PR1314_1819:1189	SC1345_RIL
PR1314_1820	Tx430/SC1345	PR1314_1820:1190	SC1345_RIL
PR1314_1821	Tx430/SC1345	PR1314_1821:1191	SC1345_RIL
PR1314_1822	Tx430/SC1345	PR1314_1822:1192	SC1345_RIL
PR1314_1823	Tx430/SC1345	PR1314_1823:MERGE	SC1345_RIL
PR1314_1824	Tx430/SC1345	PR1314_1824:MERGE	SC1345_RIL
PR1314_1825	Tx430/SC1345	PR1314_1825:1195	SC1345_RIL
PR1314_1826	Tx430/SC1345	PR1314_1826:MERGE	SC1345_RIL
PR1314_1827	Tx430/SC1345	PR1314_1827:1197	SC1345_RIL
PR1314_1828	Tx430/SC1345	PR1314_1828:1198	SC1345_RIL
PR1314_1829	Tx430/SC1345	PR1314_1829:1199	SC1345_RIL
PR1314_1830	Tx430/SC1345	PR1314_1830:1200	SC1345_RIL
PR1314_1831	Tx430/SC1345	PR1314_1831:1201	SC1345_RIL
PR1314_1832	Tx430/SC1345	PR1314_1832:1202	SC1345_RIL
PR1314_1833	Tx430/SC1345	PR1314_1833:MERGE	SC1345_RIL
PR1314_1834	Tx430/SC1345	PR1314_1834:MERGE	SC1345_RIL
PR1314_1835	Tx430/SC1345	PR1314_1835:MERGE	SC1345_RIL
PR1314_1836	Tx430/SC1345	PR1314_1836:MERGE	SC1345_RIL
PR1314_1837	Tx430/SC1345	PR1314_1837:1207	SC1345_RIL
PR1314_1838	Tx430/SC1345	PR1314_1838:1208	SC1345_RIL
PR1314_1839	Tx430/SC1345	PR1314_1839:1209	SC1345_RIL
PR1314_1840	Tx430/SC1345	PR1314_1840:1210	SC1345_RIL
PR1314_1841	Tx430/SC1345	PR1314_1841:1211	SC1345_RIL
PR1314_1842	Tx430/SC1345	PR1314_1842:1212	SC1345_RIL
PR1314_1843	Tx430/SC1345	PR1314_1843:1213	SC1345_RIL
PR1314_1844	Tx430/SC1345	PR1314_1844:1214	SC1345_RIL
PR1314_1845	Tx430/SC1345	PR1314_1845:1215	SC1345_RIL
PR1314_1846	Tx430/SC1345	PR1314_1846:1216	SC1345_RIL
PR1314_1847	Tx430/SC1345	PR1314_1847:1217	SC1345_RIL
PR1314_1848	Tx430/SC1345	PR1314_1848:1218	SC1345_RIL
PR1314_1849	Tx430/SC1345	PR1314_1849:1219	SC1345_RIL
PR1314_1850	Tx430/SC1345	PR1314_1850:1220	SC1345_RIL
PR1314_1851	Tx430/SC1345	PR1314_1851:1221	SC1345_RIL
PR1314_1852	Tx430/SC1345	PR1314_1852:MERGE	SC1345_RIL
PR1314_1853	Tx430/SC1345	PR1314_1853:1223	SC1345_RIL
PR1314_1854	Tx430/SC1345	PR1314_1854:1224	SC1345_RIL
PR1314_1855	Tx430/SC1345	PR1314_1855:1225	SC1345_RIL
PR1314_1856	Tx430/SC1345	PR1314_1856:1226	SC1345_RIL
PR1314_1857	Tx430/SC1345	PR1314_1857:1227	SC1345_RIL
PR1314_1858	Tx430/SC1345	PR1314_1858:1228	SC1345_RIL
PR1314_1859	Tx430/SC1345	PR1314_1859:1229	SC1345_RIL
PR1314_1860	Tx430/SC1345	PR1314_1860:MERGE	SC1345_RIL
PR1314_1861	Tx430/SC1345	PR1314_1861:1231	SC1345_RIL
PR1314_1862	Tx430/SC1345	PR1314_1862:1232	SC1345_RIL
PR1314_1864	Tx430/SC1345	PR1314_1864:1233	SC1345_RIL
PR1314_1865	Tx430/SC1345	PR1314_1865:1234	SC1345_RIL
PR1314_1866	Tx430/SC1345	PR1314_1866:1235	SC1345_RIL
PR1314_1867	Tx430/SC1345	PR1314_1867:1236	SC1345_RIL
PR1314_1868	Tx430/SC1345	PR1314_1868:MERGE	SC1345_RIL
PR1314_1869	Tx430/SC1345	PR1314_1869:1238	SC1345_RIL
PR1314_1870	Tx430/SC1345	PR1314_1870:1239	SC1345_RIL
PR1314_1871	Tx430/SC1345	PR1314_1871:1240	SC1345_RIL
PR1314_1872	Tx430/SC1345	PR1314_1872:MERGE	SC1345_RIL
PR1314_1873	Tx430/SC1345	PR1314_1873:MERGE	SC1345_RIL
PR1314_1874	Tx430/SC1345	PR1314_1874:1243	SC1345_RIL
PR1314_1875	Tx430/SC1345	PR1314_1875:MERGE	SC1345_RIL
PR1314_1876	Tx430/SC1345	PR1314_1876:MERGE	SC1345_RIL
PR1314_1877	Tx430/SC1345	PR1314_1877:MERGE	SC1345_RIL
PR1314_1878	Tx430/SC1345	PR1314_1878:1247	SC1345_RIL
PR1314_1879	Tx430/SC1345	PR1314_1879:1249	SC1345_RIL
PR1314_1880	Tx430/SC1345	PR1314_1880:1250	SC1345_RIL
PR1314_1881	Tx430/SC1345	PR1314_1881:1251	SC1345_RIL
PR1314_1882	Tx430/SC1345	PR1314_1882:1252	SC1345_RIL
PR1314_1883	Tx430/SC1345	PR1314_1883:1253	SC1345_RIL
PR1314_1884	Tx430/SC1345	PR1314_1884:1254	SC1345_RIL
PR1314_1885	Tx430/SC1345	PR1314_1885:1255	SC1345_RIL
PR1314_1886	Tx430/SC1345	PR1314_1886:1256	SC1345_RIL
PR1314_1887	Tx430/SC1345	PR1314_1887:1257	SC1345_RIL
PR1314_1888	Tx430/SC1345	PR1314_1888:1258	SC1345_RIL
PR1314_1889	Tx430/SC1345	PR1314_1889:1259	SC1345_RIL
PR1314_1890	Tx430/SC1345	PR1314_1890:1260	SC1345_RIL
PR1314_1892	Tx430/SC1345	PR1314_1892:1261	SC1345_RIL
PR1314_1893	Tx430/SC1345	PR1314_1893:1262	SC1345_RIL
PR1314_1894	Tx430/SC1345	PR1314_1894:MERGE	SC1345_RIL
PR1314_1895	Tx430/SC1345	PR1314_1895:1264	SC1345_RIL
PR1314_1896	Tx430/SC1345	PR1314_1896:MERGE	SC1345_RIL
PR1314_1897	Tx430/SC1345	PR1314_1897:1266	SC1345_RIL
PR1314_1898	Tx430/SC1345	PR1314_1898:MERGE	SC1345_RIL
PR1314_1899	Tx430/SC1345	PR1314_1899:1268	SC1345_RIL
PR1314_1900	Tx430/SC1345	PR1314_1900:1269	SC1345_RIL
PR1314_1901	Tx430/SC1345	PR1314_1901:1270	SC1345_RIL
PR1314_1902	Tx430/SC1345	PR1314_1902:1271	SC1345_RIL
PR1314_1903	Tx430/SC1345	PR1314_1903:MERGE	SC1345_RIL
PR1314_1904	Tx430/SC1345	PR1314_1904:MERGE	SC1345_RIL
PR1314_1905	Tx430/SC1345	PR1314_1905:1274	SC1345_RIL
PR1314_1906	Tx430/SC1345	PR1314_1906:1275	SC1345_RIL
PR1314_1907	Tx430/SC1345	PR1314_1907:1276	SC1345_RIL
PR1314_1908	Tx430/SC1345	PR1314_1908:1277	SC1345_RIL
PR1314_1909	Tx430/SC1345	PR1314_1909:1278	SC1345_RIL
PR1314_1910	Tx430/SC1345	PR1314_1910:MERGE	SC1345_RIL
PR1314_1911	Tx430/SC1345	PR1314_1911:1280	SC1345_RIL
PR1314_1912	Tx430/SC1345	PR1314_1912:1281	SC1345_RIL
PR1314_1913	Tx430/SC1345	PR1314_1913:1282	SC1345_RIL
PR1314_1914	Tx430/SC1345	PR1314_1914:1283	SC1345_RIL
PR1314_1915	Tx430/SC1345	PR1314_1915:1284	SC1345_RIL
PR1314_1916	Tx430/SC1345	PR1314_1916:1285	SC1345_RIL
PR1314_1917	Tx430/SC1345	PR1314_1917:1286	SC1345_RIL
PR1314_1918	Tx430/SC1345	PR1314_1918:1287	SC1345_RIL
PR1314_1919	Tx430/SC1345	PR1314_1919:1288	SC1345_RIL
PR1314_1920	Tx430/SC1345	PR1314_1920:1289	SC1345_RIL
PR1314_1921	Tx430/SC1345	PR1314_1921:1290	SC1345_RIL
PR1314_1922	Tx430/SC1345	PR1314_1922:MERGE	SC1345_RIL
PR1314_1923	Tx430/SC1345	PR1314_1923:1292	SC1345_RIL
PR1314_1924	Tx430/SC1345	PR1314_1924:1293	SC1345_RIL
PR1314_1925	Tx430/SC1345	PR1314_1925:1294	SC1345_RIL
PR1314_1926	Tx430/SC1345	PR1314_1926:1295	SC1345_RIL
PR1314_1927	Tx430/SC1345	PR1314_1927:1296	SC1345_RIL
PR1314_1929	Tx430/SC1345	PR1314_1929:1297	SC1345_RIL
PR1314_1930	Tx430/SC1345	PR1314_1930:1298	SC1345_RIL
PR1314_1931	Tx430/SC1345	PR1314_1931:1299	SC1345_RIL
PR1314_1932	Tx430/SC1345	PR1314_1932:1300	SC1345_RIL
PR1314_1933	Tx430/SC1345	PR1314_1933:1301	SC1345_RIL
PR1314_1934	Tx430/SC1345	PR1314_1934:1302	SC1345_RIL
PR1314_1935	Tx430/SC1345	PR1314_1935:1303	SC1345_RIL
PR1314_1936	Tx430/SC1345	PR1314_1936:1304	SC1345_RIL
PR1314_1938	Tx430/SC1345	PR1314_1938:MERGE	SC1345_RIL
PR1314_1939	Tx430/SC1345	PR1314_1939:1306	SC1345_RIL
PR1314_1940	Tx430/SC1345	PR1314_1940:1307	SC1345_RIL
PR1314_1941	Tx430/SC1345	PR1314_1941:1308	SC1345_RIL
PR1314_1942	Tx430/SC1345	PR1314_1942:1309	SC1345_RIL
PR1314_1943	Tx430/SC1345	PR1314_1943:1310	SC1345_RIL
PR1314_1944	Tx430/SC1345	PR1314_1944:1311	SC1345_RIL
PR1314_1945	Tx430/SC1345	PR1314_1945:1312	SC1345_RIL
PR1314_1946	Tx430/SC1345	PR1314_1946:1313	SC1345_RIL
PR1314_1947	Tx430/SC1345	PR1314_1947:1314	SC1345_RIL
PR1314_1948	Tx430/SC1345	PR1314_1948:1315	SC1345_RIL
PR1314_1949	Tx430/SC1345	PR1314_1949:1316	SC1345_RIL
PR1314_1950	Tx430/SC1345	PR1314_1950:1317	SC1345_RIL
PR1314_1951	Tx430/SC1345	PR1314_1951:1318	SC1345_RIL
PR1314_1952	Tx430/SC1345	PR1314_1952:1319	SC1345_RIL
PR1314_1953	Tx430/SC1345	PR1314_1953:1320	SC1345_RIL
PR1314_1954	Tx430/SC1345	PR1314_1954:1321	SC1345_RIL
PR1314_1955	Tx430/SC1345	PR1314_1955:1322	SC1345_RIL
PR1314_1956	Tx430/SC1345	PR1314_1956:1323	SC1345_RIL
PR1314_1957	Tx430/SC1345	PR1314_1957:1324	SC1345_RIL
PR1314_1958	Tx430/SC1345	PR1314_1958:1325	SC1345_RIL
PR1314_1959	Tx430/SC1345	PR1314_1959:1326	SC1345_RIL
PR1314_1960	Tx430/SC1345	PR1314_1960:1327	SC1345_RIL
PR1314_1961	Tx430/SC1345	PR1314_1961:1328	SC1345_RIL
PR1314_1962	Tx430/SC1345	PR1314_1962:1329	SC1345_RIL
PR1314_1963	Tx430/SC1345	PR1314_1963:1330	SC1345_RIL
PR1314_1964	Tx430/SC1345	PR1314_1964:1331	SC1345_RIL
PR1314_1965	Tx430/SC1345	PR1314_1965:1332	SC1345_RIL
PR1314_1966	Tx430/SC1345	PR1314_1966:MERGE	SC1345_RIL
PR1314_1967	Tx430/SC1345	PR1314_1967:1334	SC1345_RIL
PR1314_1968	Tx430/SC1345	PR1314_1968:1335	SC1345_RIL
PR1314_1969	Tx430/SC1345	PR1314_1969:1336	SC1345_RIL
PR1314_1970	Tx430/SC1345	PR1314_1970:1337	SC1345_RIL
PR1314_1971	Tx430/SC1345	PR1314_1971:1338	SC1345_RIL
PR1314_1972	Tx430/SC1345	PR1314_1972:1339	SC1345_RIL
PR1314_1973	Tx430/SC1345	PR1314_1973:1340	SC1345_RIL
PR1314_1974	Tx430/SC1345	PR1314_1974:1341	SC1345_RIL
PR1314_1975	Tx430/SC1345	PR1314_1975:1342	SC1345_RIL
PR1314_1976	Tx430/SC1345	PR1314_1976:1343	SC1345_RIL
PR1314_1977	Tx430/SC1345	PR1314_1977:MERGE	SC1345_RIL
PR1314_1978	Tx430/SC1345	PR1314_1978:MERGE	SC1345_RIL
PR1314_1979	Tx430/SC1345	PR1314_1979:1347	SC1345_RIL
PR1314_1980	Tx430/SC1345	PR1314_1980:1348	SC1345_RIL
PR1314_1981	Tx430/SC1345	PR1314_1981:1349	SC1345_RIL
PR1314_1982	Tx430/SC1345	PR1314_1982:1350	SC1345_RIL
PR1314_1983	Tx430/SC1345	PR1314_1983:MERGE	SC1345_RIL
PR1314_1984	Tx430/SC1345	PR1314_1984:MERGE	SC1345_RIL
PR1314_1985	Tx430/SC1345	PR1314_1985:1353	SC1345_RIL
PR1314_1986	Tx430/SC1345	PR1314_1986:MERGE	SC1345_RIL
PR1314_1987	Tx430/SC1345	PR1314_1987:MERGE	SC1345_RIL
PR1314_1988	Tx430/SC1345	PR1314_1988:MERGE	SC1345_RIL
PR1314_1989	Tx430/SC1345	PR1314_1989:1357	SC1345_RIL
PR1314_1990	Tx430/SC1345	PR1314_1990:1358	SC1345_RIL
PR1314_1991	Tx430/SC1345	PR1314_1991:1359	SC1345_RIL
PR1314_1992	Tx430/SC1345	PR1314_1992:1360	SC1345_RIL
PR1314_1993	Tx430/SC1345	PR1314_1993:1361	SC1345_RIL
PR1314_1994	Tx430/SC1345	PR1314_1994:1362	SC1345_RIL
PR1314_1995	Tx430/SC1345	PR1314_1995:MERGE	SC1345_RIL
PR1314_1996	Tx430/SC1345	PR1314_1996:MERGE	SC1345_RIL
PR1314_1997	Tx430/SC1345	PR1314_1997:MERGE	SC1345_RIL
PR1314_1998	Tx430/SC1345	PR1314_1998:MERGE	SC1345_RIL
PR1314_1999	Tx430/SC1345	PR1314_1999:MERGE	SC1345_RIL
PR1314_2000	Tx430/SC1345	PR1314_2000:MERGE	SC1345_RIL
PR1314_2001	Tx430/Macia	PR1314_2001:1369	Macia_RIL
PR1314_2002	Tx430/Macia	PR1314_2002:MERGE	Macia_RIL
PR1314_2003	Tx430/Macia	PR1314_2003:1371	Macia_RIL
PR1314_2004	Tx430/Macia	PR1314_2004:1372	Macia_RIL
PR1314_2005	Tx430/Macia	PR1314_2005:1373	Macia_RIL
PR1314_2006	Tx430/Macia	PR1314_2006:1374	Macia_RIL
PR1314_2007	Tx430/Macia	PR1314_2007:MERGE	Macia_RIL
PR1314_2008	Tx430/Macia	PR1314_2008:MERGE	Macia_RIL
PR1314_2009	Tx430/Macia	PR1314_2009:1377	Macia_RIL
PR1314_2010	Tx430/Macia	PR1314_2010:1378	Macia_RIL
PR1314_2011	Tx430/Macia	PR1314_2011:1379	Macia_RIL
PR1314_2012	Tx430/Macia	PR1314_2012:1380	Macia_RIL
PR1314_2013	Tx430/Macia	PR1314_2013:1381	Macia_RIL
PR1314_2014	Tx430/Macia	PR1314_2014:1382	Macia_RIL
PR1314_2015	Tx430/Macia	PR1314_2015:1383	Macia_RIL
PR1314_2016	Tx430/Macia	PR1314_2016:1384	Macia_RIL
PR1314_2017	Tx430/Macia	PR1314_2017:1385	Macia_RIL
PR1314_2018	Tx430/Macia	PR1314_2018:1386	Macia_RIL
PR1314_2019	Tx430/Macia	PR1314_2019:MERGE	Macia_RIL
PR1314_2020	Tx430/Macia	PR1314_2020:1388	Macia_RIL
PR1314_2021	Tx430/Macia	PR1314_2021:1389	Macia_RIL
PR1314_2022	Tx430/Macia	PR1314_2022:1390	Macia_RIL
PR1314_2023	Tx430/Macia	PR1314_2023:MERGE	Macia_RIL
PR1314_2024	Tx430/Macia	PR1314_2024:1392	Macia_RIL
PR1314_2025	Tx430/Macia	PR1314_2025:1393	Macia_RIL
PR1314_2026	Tx430/Macia	PR1314_2026:1394	Macia_RIL
PR1314_2027	Tx430/Macia	PR1314_2027:1395	Macia_RIL
PR1314_2028	Tx430/Macia	PR1314_2028:1396	Macia_RIL
PR1314_2029	Tx430/Macia	PR1314_2029:1397	Macia_RIL
PR1314_2030	Tx430/Macia	PR1314_2030:1398	Macia_RIL
PR1314_2031	Tx430/Macia	PR1314_2031:MERGE	Macia_RIL
PR1314_2032	Tx430/Macia	PR1314_2032:MERGE	Macia_RIL
PR1314_2033	Tx430/Macia	PR1314_2033:1401	Macia_RIL
PR1314_2034	Tx430/Macia	PR1314_2034:1402	Macia_RIL
PR1314_2035	Tx430/Macia	PR1314_2035:1403	Macia_RIL
PR1314_2036	Tx430/Macia	PR1314_2036:MERGE	Macia_RIL
PR1314_2037	Tx430/Macia	PR1314_2037:1405	Macia_RIL
PR1314_2038	Tx430/Macia	PR1314_2038:1406	Macia_RIL
PR1314_2039	Tx430/Macia	PR1314_2039:1407	Macia_RIL
PR1314_2040	Tx430/Macia	PR1314_2040:1408	Macia_RIL
PR1314_2041	Tx430/Macia	PR1314_2041:1409	Macia_RIL
PR1314_2042	Tx430/Macia	PR1314_2042:1410	Macia_RIL
PR1314_2044	Tx430/Macia	PR1314_2044:1411	Macia_RIL
PR1314_2045	Tx430/Macia	PR1314_2045:MERGE	Macia_RIL
PR1314_2046	Tx430/Macia	PR1314_2046:1413	Macia_RIL
PR1314_2047	Tx430/Macia	PR1314_2047:MERGE	Macia_RIL
PR1314_2048	Tx430/Macia	PR1314_2048:1415	Macia_RIL
PR1314_2049	Tx430/Macia	PR1314_2049:1416	Macia_RIL
PR1314_2050	Tx430/Macia	PR1314_2050:MERGE	Macia_RIL
PR1314_2051	Tx430/Macia	PR1314_2051:1418	Macia_RIL
PR1314_2052	Tx430/Macia	PR1314_2052:1419	Macia_RIL
PR1314_2053	Tx430/Macia	PR1314_2053:1420	Macia_RIL
PR1314_2056	Tx430/Macia	PR1314_2056:1421	Macia_RIL
PR1314_2057	Tx430/Macia	PR1314_2057:1422	Macia_RIL
PR1314_2058	Tx430/Macia	PR1314_2058:1423	Macia_RIL
PR1314_2059	Tx430/Macia	PR1314_2059:1424	Macia_RIL
PR1314_2060	Tx430/Macia	PR1314_2060:1425	Macia_RIL
PR1314_2061	Tx430/Macia	PR1314_2061:MERGE	Macia_RIL
PR1314_2062	Tx430/Macia	PR1314_2062:MERGE	Macia_RIL
PR1314_2063	Tx430/Macia	PR1314_2063:MERGE	Macia_RIL
PR1314_2064	Tx430/Macia	PR1314_2064:1429	Macia_RIL
PR1314_2065	Tx430/Macia	PR1314_2065:1430	Macia_RIL
PR1314_2066	Tx430/Macia	PR1314_2066:1431	Macia_RIL
PR1314_2068	Tx430/Macia	PR1314_2068:1432	Macia_RIL
PR1314_2069	Tx430/Macia	PR1314_2069:1433	Macia_RIL
PR1314_2070	Tx430/Macia	PR1314_2070:1434	Macia_RIL
PR1314_2071	Tx430/Macia	PR1314_2071:1435	Macia_RIL
PR1314_2072	Tx430/Macia	PR1314_2072:1436	Macia_RIL
PR1314_2073	Tx430/Macia	PR1314_2073:1437	Macia_RIL
PR1314_2074	Tx430/Macia	PR1314_2074:1438	Macia_RIL
PR1314_2075	Tx430/Macia	PR1314_2075:1439	Macia_RIL
PR1314_2076	Tx430/Macia	PR1314_2076:MERGE	Macia_RIL
PR1314_2077	Tx430/Macia	PR1314_2077:MERGE	Macia_RIL
PR1314_2078	Tx430/Macia	PR1314_2078:MERGE	Macia_RIL
PR1314_2079	Tx430/Macia	PR1314_2079:1443	Macia_RIL
PR1314_2080	Tx430/Macia	PR1314_2080:MERGE	Macia_RIL
PR1314_2081	Tx430/Macia	PR1314_2081:1445	Macia_RIL
PR1314_2082	Tx430/Macia	PR1314_2082:1446	Macia_RIL
PR1314_2083	Tx430/Macia	PR1314_2083:1447	Macia_RIL
PR1314_2084	Tx430/Macia	PR1314_2084:MERGE	Macia_RIL
PR1314_2085	Tx430/Macia	PR1314_2085:1449	Macia_RIL
PR1314_2086	Tx430/Macia	PR1314_2086:MERGE	Macia_RIL
PR1314_2087	Tx430/Macia	PR1314_2087:1451	Macia_RIL
PR1314_2088	Tx430/Macia	PR1314_2088:MERGE	Macia_RIL
PR1314_2089	Tx430/Macia	PR1314_2089:1453	Macia_RIL
PR1314_2090	Tx430/Macia	PR1314_2090:1454	Macia_RIL
PR1314_2091	Tx430/Macia	PR1314_2091:1455	Macia_RIL
PR1314_2092	Tx430/Macia	PR1314_2092:MERGE	Macia_RIL
PR1314_2093	Tx430/Macia	PR1314_2093:1457	Macia_RIL
PR1314_2094	Tx430/Macia	PR1314_2094:1458	Macia_RIL
PR1314_2095	Tx430/Macia	PR1314_2095:1459	Macia_RIL
PR1314_2096	Tx430/Macia	PR1314_2096:MERGE	Macia_RIL
PR1314_2097	Tx430/Macia	PR1314_2097:1461	Macia_RIL
PR1314_2098	Tx430/Macia	PR1314_2098:1462	Macia_RIL
PR1314_2099	Tx430/Macia	PR1314_2099:MERGE	Macia_RIL
PR1314_2100	Tx430/Macia	PR1314_2100:1464	Macia_RIL
PR1314_2102	Tx430/Macia	PR1314_2102:1465	Macia_RIL
PR1314_2103	Tx430/Macia	PR1314_2103:1737	Macia_RIL
PR1314_2104	Tx430/Macia	PR1314_2104:1738	Macia_RIL
PR1314_2105	Tx430/Macia	PR1314_2105:1466	Macia_RIL
PR1314_2106	Tx430/Macia	PR1314_2106:1467	Macia_RIL
PR1314_2107	Tx430/Macia	PR1314_2107:1468	Macia_RIL
PR1314_2108	Tx430/Macia	PR1314_2108:1469	Macia_RIL
PR1314_2109	Tx430/Macia	PR1314_2109:1470	Macia_RIL
PR1314_2110	Tx430/Macia	PR1314_2110:1471	Macia_RIL
PR1314_2111	Tx430/Macia	PR1314_2111:1472	Macia_RIL
PR1314_2112	Tx430/Macia	PR1314_2112:1473	Macia_RIL
PR1314_2113	Tx430/Macia	PR1314_2113:1474	Macia_RIL
PR1314_2115	Tx430/Macia	PR1314_2115:1475	Macia_RIL
PR1314_2116	Tx430/Macia	PR1314_2116:1476	Macia_RIL
PR1314_2117	Tx430/Macia	PR1314_2117:1477	Macia_RIL
PR1314_2118	Tx430/Macia	PR1314_2118:1478	Macia_RIL
PR1314_2119	Tx430/Macia	PR1314_2119:1479	Macia_RIL
PR1314_2120	Tx430/Macia	PR1314_2120:1480	Macia_RIL
PR1314_2121	Tx430/Macia	PR1314_2121:1481	Macia_RIL
PR1314_2122	Tx430/Macia	PR1314_2122:1482	Macia_RIL
PR1314_2123	Tx430/Macia	PR1314_2123:1483	Macia_RIL
PR1314_2124	Tx430/Macia	PR1314_2124:1484	Macia_RIL
PR1314_2125	Tx430/Macia	PR1314_2125:MERGE	Macia_RIL
PR1314_2126	Tx430/Macia	PR1314_2126:1486	Macia_RIL
PR1314_2127	Tx430/Macia	PR1314_2127:MERGE	Macia_RIL
PR1314_2128	Tx430/Macia	PR1314_2128:1488	Macia_RIL
PR1314_2129	Tx430/Macia	PR1314_2129:1489	Macia_RIL
PR1314_2130	Tx430/Macia	PR1314_2130:MERGE	Macia_RIL
PR1314_2131	Tx430/Macia	PR1314_2131:1491	Macia_RIL
PR1314_2132	Tx430/Macia	PR1314_2132:1492	Macia_RIL
PR1314_2133	Tx430/Macia	PR1314_2133:1493	Macia_RIL
PR1314_2134	Tx430/Macia	PR1314_2134:1494	Macia_RIL
PR1314_2135	Tx430/Macia	PR1314_2135:1495	Macia_RIL
PR1314_2136	Tx430/Macia	PR1314_2136:1496	Macia_RIL
PR1314_2137	Tx430/Macia	PR1314_2137:1497	Macia_RIL
PR1314_2138	Tx430/Macia	PR1314_2138:1498	Macia_RIL
PR1314_2140	Tx430/Macia	PR1314_2140:1499	Macia_RIL
PR1314_2141	Tx430/Macia	PR1314_2141:MERGE	Macia_RIL
PR1314_2142	Tx430/Macia	PR1314_2142:1501	Macia_RIL
PR1314_2143	Tx430/Macia	PR1314_2143:1502	Macia_RIL
PR1314_2144	Tx430/Macia	PR1314_2144:MERGE	Macia_RIL
PR1314_2145	Tx430/Macia	PR1314_2145:1504	Macia_RIL
PR1314_2146	Tx430/Macia	PR1314_2146:1505	Macia_RIL
PR1314_2147	Tx430/Macia	PR1314_2147:MERGE	Macia_RIL
PR1314_2148	Tx430/Macia	PR1314_2148:1507	Macia_RIL
PR1314_2149	Tx430/Macia	PR1314_2149:1508	Macia_RIL
PR1314_2150	Tx430/Macia	PR1314_2150:1509	Macia_RIL
PR1314_2151	Tx430/Macia	PR1314_2151:1510	Macia_RIL
PR1314_2152	Tx430/Macia	PR1314_2152:1511	Macia_RIL
PR1314_2153	Tx430/Macia	PR1314_2153:1740	Macia_RIL
PR1314_2155	Tx430/Macia	PR1314_2155:1512	Macia_RIL
PR1314_2156	Tx430/Macia	PR1314_2156:1513	Macia_RIL
PR1314_2157	Tx430/Macia	PR1314_2157:1514	Macia_RIL
PR1314_2158	Tx430/Macia	PR1314_2158:1515	Macia_RIL
PR1314_2159	Tx430/Macia	PR1314_2159:1516	Macia_RIL
PR1314_2160	Tx430/Macia	PR1314_2160:1517	Macia_RIL
PR1314_2161	Tx430/Macia	PR1314_2161:MERGE	Macia_RIL
PR1314_2162	Tx430/Macia	PR1314_2162:1519	Macia_RIL
PR1314_2163	Tx430/Macia	PR1314_2163:1520	Macia_RIL
PR1314_2164	Tx430/Macia	PR1314_2164:1521	Macia_RIL
PR1314_2165	Tx430/Macia	PR1314_2165:1522	Macia_RIL
PR1314_2166	Tx430/Macia	PR1314_2166:1523	Macia_RIL
PR1314_2167	Tx430/Macia	PR1314_2167:1524	Macia_RIL
PR1314_2168	Tx430/Macia	PR1314_2168:1525	Macia_RIL
PR1314_2169	Tx430/Macia	PR1314_2169:1526	Macia_RIL
PR1314_2171	Tx430/Macia	PR1314_2171:MERGE	Macia_RIL
PR1314_2172	Tx430/Macia	PR1314_2172:1528	Macia_RIL
